orig_file,cat,cat_num,magnitude
../Data/armed/3.wav,armed,1,"[[2.5033480e+01 3.5261562e+00 9.1292858e+00 ... 1.1226930e-02
  9.8822527e-03 1.1197674e-02]
 [3.0427845e+01 1.7844347e+01 6.3757448e+00 ... 1.2997135e-02
  9.3351882e-03 1.6204412e-03]
 [3.2126404e+01 1.6973671e+01 3.1101520e+00 ... 9.9506993e-03
  9.9942228e-03 1.0003476e-02]
 ...
 [6.9372268e+00 4.2248383e+00 5.9413594e-01 ... 1.5607767e-03
  1.6368882e-03 1.6691408e-03]
 [9.0138321e+00 5.7730055e+00 1.9178672e+00 ... 1.3972258e-03
  1.0942288e-03 9.8173926e-04]
 [6.8813896e+00 3.0082793e+00 1.9529535e+00 ... 6.3750576e-03
  4.0411074e-03 9.1868481e-03]]"
../Data/armed/3.wav,armed,1,"[[3.5434742e+01 1.5401254e+01 2.3525263e-01 ... 2.9540269e-02
  3.1950045e-02 2.9273346e-02]
 [3.3749092e+01 1.5649917e+01 5.5046082e-01 ... 6.8929703e-03
  1.9082634e-02 2.6327228e-02]
 [2.6503811e+01 1.4324433e+01 1.6762472e+00 ... 1.3109684e-02
  1.2965119e-02 1.3041969e-02]
 ...
 [5.5128742e+01 2.3511940e+01 1.8371831e+00 ... 1.3162182e-02
  1.3022790e-02 1.3107095e-02]
 [4.2378731e+01 2.0611229e+01 2.4591870e+00 ... 1.3508939e-02
  1.4355664e-02 1.4640811e-02]
 [3.0559717e+01 1.1131938e+01 3.4650822e+00 ... 6.0717976e-03
  5.7976651e-03 6.0427315e-03]]"
../Data/armed/3.wav,armed,1,"[[4.9560688e+01 1.9286335e+01 3.0764744e+00 ... 4.7781074e-04
  1.1509949e-03 5.5409188e-04]
 [5.0408249e+01 2.2916069e+01 1.9468668e+00 ... 5.1058000e-03
  4.8362794e-03 4.7232523e-03]
 [4.7834347e+01 2.2395433e+01 1.3471826e+00 ... 1.4409474e-03
  1.5191553e-03 1.5149676e-03]
 ...
 [9.5738453e-01 5.3474364e+00 1.1644884e+00 ... 8.3721969e-03
  8.4279384e-03 8.4131379e-03]
 [6.4310150e+00 3.5718291e+00 1.2186564e+00 ... 7.0202067e-03
  8.1751365e-03 8.6065698e-03]
 [7.6042552e+00 3.3608248e+00 1.4451118e+00 ... 9.0266466e-03
  1.0011175e-02 6.6001303e-03]]"
../Data/armed/3.wav,armed,1,"[[2.1086420e+01 9.0661077e+00 5.3951734e-01 ... 1.0204166e-02
  9.7447746e-03 1.0262902e-02]
 [2.1261534e+01 8.8168879e+00 5.0034130e-01 ... 4.3789670e-03
  5.4840664e-03 6.4130230e-03]
 [2.1947594e+01 9.3772078e+00 1.0657557e-01 ... 7.4234977e-04
  7.2185282e-04 7.4051804e-04]
 ...
 [9.2355515e+01 4.6626541e+01 3.4079852e+00 ... 2.9675424e-02
  2.9525325e-02 2.9533455e-02]
 [1.1933071e+02 5.6568230e+01 3.0001976e+00 ... 2.3697047e-02
  2.3723949e-02 2.3636175e-02]
 [1.2844273e+02 5.5857510e+01 2.9500594e+00 ... 1.0133198e-02
  1.0313711e-02 9.8674642e-03]]"
../Data/armed/3.wav,armed,1,"[[1.76549664e+01 1.42448866e+00 4.65081787e+00 ... 4.37536556e-03
  4.29649977e-03 4.35625995e-03]
 [2.53342514e+01 1.42374392e+01 3.96521568e+00 ... 4.92804125e-03
  3.50799179e-03 2.62799615e-04]
 [3.54041443e+01 1.83827190e+01 2.27023435e+00 ... 8.27789679e-03
  8.27384274e-03 8.29463359e-03]
 ...
 [9.00600967e+01 4.12535057e+01 2.27474666e+00 ... 2.56259404e-02
  2.56260466e-02 2.56083328e-02]
 [1.03937531e+02 4.49498253e+01 1.90229142e+00 ... 1.35018686e-02
  1.31134279e-02 1.29845608e-02]
 [1.12616356e+02 5.03582802e+01 3.06302857e+00 ... 4.04908555e-03
  5.03346883e-03 1.14786951e-03]]"
../Data/armed/3.wav,armed,1,"[[1.2537447e+00 8.1466460e-01 6.2311906e-01 ... 3.1865300e-03
  2.8376542e-03 3.2787747e-03]
 [2.6540644e+00 2.3329916e+00 1.4231691e+00 ... 2.5628244e-03
  1.9237899e-03 7.1709388e-04]
 [3.3444955e+00 2.7260633e+00 9.8893756e-01 ... 1.5226997e-03
  1.5014340e-03 1.5021588e-03]
 ...
 [7.8139893e+01 3.5366524e+01 2.5871475e+00 ... 1.2796201e-02
  1.2877686e-02 1.2837154e-02]
 [8.5159119e+01 3.5954830e+01 1.6496032e+00 ... 6.3211620e-03
  5.7243365e-03 5.5349986e-03]
 [8.9934357e+01 3.9768513e+01 8.7025028e-01 ... 3.4313360e-03
  3.7806183e-03 2.5729076e-03]]"
../Data/armed/3.wav,armed,1,"[[3.2219410e+00 3.5927701e+00 1.9539009e+00 ... 5.7942593e-03
  3.7824332e-03 5.8046831e-03]
 [1.5147743e-01 3.3296688e+00 1.2146251e+00 ... 2.3375587e-03
  5.5165663e-03 7.5280238e-03]
 [7.4045258e+00 4.6634493e+00 1.1849804e+00 ... 1.0748166e-02
  1.0741351e-02 1.0727057e-02]
 ...
 [4.6818897e+01 2.3380144e+01 1.9100497e+00 ... 2.2320677e-02
  2.2328950e-02 2.2353038e-02]
 [6.9119492e+01 3.4720722e+01 3.7180097e+00 ... 1.9038821e-02
  1.7442381e-02 1.6764222e-02]
 [8.0228241e+01 3.6212906e+01 3.7587066e+00 ... 1.1648976e-02
  1.4129121e-02 4.2061722e-03]]"
../Data/armed/3.wav,armed,1,"[[9.9518204e+00 3.7401135e+00 3.9213389e-01 ... 4.2986311e-03
  3.7404804e-03 4.3068556e-03]
 [1.1319642e+01 4.3597851e+00 3.9782244e-01 ... 7.4064138e-04
  2.6159096e-03 3.6413479e-03]
 [1.4868850e+01 6.9162951e+00 9.3349010e-01 ... 4.1955314e-03
  4.1167787e-03 4.1291765e-03]
 ...
 [5.6435276e+01 2.7481298e+01 2.4737997e+00 ... 2.4189359e-02
  2.4180111e-02 2.4178093e-02]
 [7.3114166e+01 3.1471416e+01 2.7232461e+00 ... 1.7768165e-02
  1.8021278e-02 1.8116735e-02]
 [8.5701767e+01 4.0432133e+01 2.7586746e+00 ... 2.0995513e-03
  1.2188824e-03 3.0430118e-03]]"
../Data/armed/3.wav,armed,1,"[[1.0114797e+02 4.5133415e+01 1.3993564e+00 ... 2.8751513e-03
  3.0561020e-03 2.7925693e-03]
 [9.6653687e+01 4.3275658e+01 2.0572363e-01 ... 8.9386217e-03
  1.0707618e-02 1.2154886e-02]
 [8.0819466e+01 4.0265869e+01 2.0998189e+00 ... 5.5747803e-02
  5.5711016e-02 5.5734217e-02]
 ...
 [3.9827259e+01 1.6649055e+01 1.0861719e+00 ... 1.1825300e-02
  1.1720444e-02 1.1721314e-02]
 [5.3675484e+01 2.4478090e+01 2.0794065e+00 ... 1.2123043e-02
  1.0888674e-02 1.0336876e-02]
 [6.5322540e+01 3.1170918e+01 1.8478389e+00 ... 9.4144596e-03
  1.1346746e-02 3.3767836e-03]]"
../Data/armed/3.wav,armed,1,"[[1.0607603e+02 5.1849854e+01 1.8657416e+00 ... 1.6660444e-03
  3.1680586e-03 1.6652278e-03]
 [9.3717346e+01 4.5089916e+01 6.0470934e+00 ... 3.2026011e-03
  4.6081054e-03 5.7574674e-03]
 [7.1154343e+01 2.8600367e+01 7.6233144e+00 ... 3.8254600e-02
  3.8261253e-02 3.8283743e-02]
 ...
 [1.8988155e+01 1.0350642e+01 1.2233105e+00 ... 2.5669304e-03
  2.4662719e-03 2.5002186e-03]
 [1.2673430e+01 1.0399147e+01 2.5786471e+00 ... 6.2769656e-03
  6.2405281e-03 6.2106876e-03]
 [2.7714479e-01 8.8884964e+00 6.3109980e+00 ... 5.2868121e-04
  2.9896531e-04 7.5493596e-04]]"
../Data/armed/2.wav,armed,1,"[[1.2562009e+01 1.0810364e+00 4.7583780e+00 ... 2.9956028e-03
  2.9659544e-03 2.6858607e-03]
 [1.5057571e+01 9.8783760e+00 5.1441507e+00 ... 9.0751462e-03
  7.6110265e-03 5.9291306e-03]
 [1.2936849e+01 9.4028702e+00 2.2639906e+00 ... 8.5184192e-03
  8.4650079e-03 8.4596816e-03]
 ...
 [7.8147621e+01 3.3698883e+01 7.5094134e-01 ... 1.4646630e-02
  1.4657777e-02 1.4664836e-02]
 [6.5460693e+01 2.9477106e+01 6.1543715e-01 ... 1.0601918e-02
  1.1849310e-02 1.2319004e-02]
 [5.3668400e+01 2.0553804e+01 5.6346288e+00 ... 9.0462416e-03
  6.7442572e-03 1.2077785e-02]]"
../Data/armed/2.wav,armed,1,"[[3.5178715e+01 1.7778831e+01 2.6249678e+00 ... 7.9995049e-03
  7.9235705e-03 8.0533456e-03]
 [3.3316772e+01 1.2846874e+01 3.2781067e+00 ... 3.7106399e-03
  4.3372745e-03 4.9008117e-03]
 [3.0592463e+01 1.4899251e+01 4.1666832e+00 ... 1.4573054e-02
  1.4583153e-02 1.4593122e-02]
 ...
 [4.0923222e+01 2.2584694e+01 4.1170225e+00 ... 1.3311859e-02
  1.3353394e-02 1.3356105e-02]
 [4.5094631e+01 2.6221241e+01 5.2172952e+00 ... 3.9333454e-04
  2.4880577e-04 1.7352012e-04]
 [3.3796452e+01 1.3326009e+01 7.0723028e+00 ... 6.8940306e-03
  7.7453861e-03 5.0526476e-03]]"
../Data/armed/2.wav,armed,1,"[[4.93100739e+01 2.22225742e+01 1.72106671e+00 ... 1.44678354e-03
  1.03162020e-03 1.39183411e-03]
 [4.75789909e+01 2.06203041e+01 9.11285162e-01 ... 4.97948611e-03
  4.36222274e-03 3.63328890e-03]
 [4.13326874e+01 2.04088287e+01 1.07184899e+00 ... 1.48319807e-02
  1.48071805e-02 1.48030557e-02]
 ...
 [2.36570663e+01 1.50302763e+01 3.95488358e+00 ... 1.41300494e-02
  1.40528772e-02 1.40819019e-02]
 [2.78791256e+01 9.37847328e+00 5.08217287e+00 ... 9.34172887e-03
  8.84571671e-03 8.57813098e-03]
 [3.20257149e+01 1.63075886e+01 6.12367678e+00 ... 4.08484368e-03
  2.44542630e-03 6.03854330e-03]]"
../Data/armed/2.wav,armed,1,"[[2.98176899e+01 1.82810116e+01 6.23183918e+00 ... 8.26196396e-04
  9.64622770e-04 6.62086415e-04]
 [2.49538116e+01 1.03613186e+01 4.90486479e+00 ... 4.36158711e-03
  3.89192253e-03 3.45558114e-03]
 [2.07950459e+01 7.94346714e+00 2.30557227e+00 ... 1.02332821e-02
  1.02740675e-02 1.02593759e-02]
 ...
 [2.01719017e+01 9.17693520e+00 7.11620212e-01 ... 3.94561281e-03
  3.96393379e-03 3.91044095e-03]
 [1.64162750e+01 7.68697739e+00 2.57331640e-01 ... 3.46856564e-03
  3.86848859e-03 4.02154168e-03]
 [1.23518953e+01 4.64147377e+00 1.74512720e+00 ... 2.88985996e-03
  3.04350932e-03 2.58697337e-03]]"
../Data/armed/2.wav,armed,1,"[[3.2321236e+00 2.7100199e-01 2.4446046e+00 ... 3.2159992e-04
  3.0790505e-04 4.0537145e-04]
 [4.6847882e+00 3.0286255e+00 1.5434400e+00 ... 5.0430960e-04
  4.0573464e-04 1.5293657e-04]
 [6.6802530e+00 2.9341390e+00 5.7464767e-01 ... 2.7345933e-03
  2.7480647e-03 2.7702481e-03]
 ...
 [2.1880699e+01 1.0210756e+01 1.6200491e+00 ... 8.1605241e-03
  8.1281215e-03 8.1257625e-03]
 [1.7846849e+01 1.0409915e+01 1.5874008e+00 ... 2.6909530e-03
  3.3930650e-03 3.6003366e-03]
 [1.0333416e+01 4.6733680e+00 2.7433522e+00 ... 5.3288634e-03
  4.9420143e-03 5.9701018e-03]]"
../Data/armed/2.wav,armed,1,"[[9.1142931e+00 2.8021977e+00 6.9968934e+00 ... 1.2317916e-02
  1.1257026e-02 1.2263937e-02]
 [1.7384106e+01 1.2252831e+01 3.3895404e+00 ... 7.8379838e-03
  6.5465928e-03 4.8632543e-03]
 [2.8285114e+01 1.5762682e+01 3.2289834e+00 ... 9.7257318e-03
  9.6906684e-03 9.6948100e-03]
 ...
 [1.6994339e+01 1.0833163e+01 2.3114190e+00 ... 3.8376201e-03
  3.9411108e-03 3.8856252e-03]
 [6.7458682e+00 7.2072940e+00 1.0118275e+00 ... 9.1874311e-03
  9.0259407e-03 9.0542408e-03]
 [2.6870348e+00 4.7548604e+00 1.5387257e+00 ... 3.7361037e-03
  3.8995624e-03 3.6002763e-03]]"
../Data/armed/2.wav,armed,1,"[[1.9419611e+00 6.6800040e-01 3.1371589e+00 ... 3.0786244e-04
  3.1709569e-04 3.7380346e-04]
 [2.2875466e+00 2.1102867e+00 2.5820792e+00 ... 1.1596175e-02
  1.1653475e-02 1.1629072e-02]
 [1.1825901e+01 8.4404936e+00 8.4807634e+00 ... 3.2526467e-02
  3.2411467e-02 3.2440495e-02]
 ...
 [1.0542236e+01 8.1841621e+00 2.7718201e+00 ... 4.8393216e-03
  4.7019231e-03 4.5510926e-03]
 [6.0308599e+00 3.6448843e+00 2.2554469e+00 ... 5.6312629e-03
  4.1827676e-03 3.5206107e-03]
 [3.0867584e+00 1.3044277e+00 2.1505065e+00 ... 7.9896227e-03
  8.9188926e-03 6.7638117e-03]]"
../Data/armed/2.wav,armed,1,"[[6.5794266e+01 2.8113201e+01 9.8984373e-01 ... 3.5223592e-04
  2.0256827e-03 2.2041069e-04]
 [6.4400772e+01 2.8528816e+01 1.3475101e+00 ... 1.0265330e-02
  9.8550525e-03 9.3199480e-03]
 [5.7009853e+01 2.7873804e+01 2.0855894e+00 ... 9.1927573e-03
  9.2080636e-03 9.2096049e-03]
 ...
 [2.4248837e+01 1.3188478e+01 4.7256522e+00 ... 1.9234534e-02
  1.9202525e-02 1.9268844e-02]
 [3.9479496e+01 2.0472940e+01 4.5012674e+00 ... 1.3615338e-02
  1.5045731e-02 1.5610124e-02]
 [4.7948139e+01 2.2052723e+01 3.2125735e+00 ... 1.3241307e-02
  7.7850670e-03 1.9440139e-02]]"
../Data/armed/2.wav,armed,1,"[[6.2261028e+00 3.5974205e+00 4.2863054e+00 ... 3.6893256e-03
  3.4574044e-03 3.8353594e-03]
 [1.6409534e+01 1.2175860e+01 2.7608531e+00 ... 8.8842390e-03
  1.0868031e-02 1.2739676e-02]
 [3.6549385e+01 1.9915319e+01 1.7188442e+00 ... 2.0846620e-02
  2.0943955e-02 2.0885985e-02]
 ...
 [8.7605324e+01 5.0910782e+01 9.8097143e+00 ... 3.2378159e-02
  3.2413583e-02 3.2359861e-02]
 [4.2482346e+01 2.8849174e+01 7.6339693e+00 ... 3.3422258e-02
  3.4550354e-02 3.4962762e-02]
 [7.5077162e+00 1.2314828e+01 6.6967835e+00 ... 2.5670292e-02
  2.0947864e-02 3.2243483e-02]]"
../Data/armed/2.wav,armed,1,"[[6.2729545e+00 2.4424264e+00 1.5860617e+00 ... 5.1372903e-03
  4.9990593e-03 5.1801517e-03]
 [5.3542037e+00 3.4221981e+00 1.6857857e+00 ... 6.2429835e-03
  4.4856593e-03 7.3894957e-04]
 [2.2396979e+00 2.3744278e+00 7.4661452e-01 ... 3.6960945e-03
  3.7352147e-03 3.7323055e-03]
 ...
 [4.4969231e+01 3.7161228e+01 2.0142131e+00 ... 5.9372265e-02
  5.9447214e-02 5.9420813e-02]
 [2.2734642e+01 4.3894825e+01 1.1639979e+01 ... 5.6866925e-02
  5.7564013e-02 5.7911687e-02]
 [8.6371056e+01 5.9833931e+01 1.1585119e+01 ... 1.7211003e-02
  1.3990099e-02 2.1747869e-02]]"
../Data/armed/2.wav,armed,1,"[[8.8054056e+00 4.9741530e+00 7.3513523e-02 ... 4.0130476e-03
  5.5881497e-03 4.0255049e-03]
 [6.6544857e+00 4.0908184e+00 1.4770795e+00 ... 1.3358226e-03
  4.7113723e-03 6.5302514e-03]
 [2.1285944e+00 2.3359463e+00 8.7710387e-01 ... 5.1970608e-03
  5.1343441e-03 5.1096990e-03]
 ...
 [4.7520638e+01 2.0009352e+01 1.5424056e+00 ... 1.5834287e-02
  1.5816694e-02 1.5819361e-02]
 [5.8811775e+01 2.5781141e+01 2.2260625e+00 ... 9.5480746e-03
  9.8419487e-03 9.9569922e-03]
 [6.8921410e+01 3.2347649e+01 1.6111842e+00 ... 3.2476101e-03
  2.0378812e-03 4.7268681e-03]]"
../Data/armed/2.wav,armed,1,"[[5.5036211e-01 1.4036754e-01 5.1811570e-01 ... 1.7093566e-03
  1.6851443e-03 1.7435324e-03]
 [2.3888050e-01 1.0024024e+00 8.1149614e-01 ... 6.2337663e-04
  1.7264421e-03 2.4207372e-03]
 [2.7945561e+00 2.5667427e+00 1.1009256e+00 ... 8.1690366e-04
  8.9199550e-04 7.4656319e-04]
 ...
 [4.4397883e+00 1.5842729e+00 3.1994019e+00 ... 4.3496811e-03
  4.4433242e-03 4.4403630e-03]
 [8.5365705e+00 5.7478442e+00 2.6023502e+00 ... 1.8913385e-03
  1.7812168e-03 1.7914663e-03]
 [1.0735303e+01 4.8089123e+00 1.0401583e+00 ... 5.6681354e-03
  5.8628768e-03 5.2828658e-03]]"
../Data/armed/2.wav,armed,1,"[[4.42423553e+01 2.23303108e+01 6.39706254e-01 ... 1.17508173e-02
  1.04459506e-02 1.16029605e-02]
 [3.70783463e+01 1.96650124e+01 4.73836136e+00 ... 1.07085286e-02
  7.60017289e-03 1.22685917e-03]
 [2.54186039e+01 8.23070812e+00 3.87512636e+00 ... 4.83302167e-03
  4.83671855e-03 4.81559802e-03]
 ...
 [3.95195808e+01 1.83048534e+01 5.91067314e-01 ... 4.39356454e-03
  4.52090800e-03 4.49523097e-03]
 [3.44836464e+01 1.49762297e+01 1.34850872e+00 ... 3.73392412e-03
  4.28467337e-03 4.51603439e-03]
 [2.97700024e+01 1.15315084e+01 1.13862288e+00 ... 5.04206819e-03
  3.45211825e-03 7.02067511e-03]]"
../Data/armed/2.wav,armed,1,"[[3.94513550e+01 2.31963482e+01 6.00602865e+00 ... 5.50123909e-03
  5.33846300e-03 5.57658542e-03]
 [2.06136227e+01 2.70071087e+01 1.48857927e+01 ... 2.39624530e-02
  2.12042760e-02 1.79912634e-02]
 [1.24854689e+01 2.42991276e+01 1.26087351e+01 ... 5.34910010e-03
  5.54134278e-03 5.48651163e-03]
 ...
 [3.47874413e+01 1.57717924e+01 2.14477167e-01 ... 1.04820468e-02
  1.04941819e-02 1.04798190e-02]
 [2.49251137e+01 1.39684143e+01 1.57730687e+00 ... 9.80190746e-03
  1.04142781e-02 1.06509300e-02]
 [1.34338255e+01 6.49150276e+00 4.12258101e+00 ... 4.70609777e-03
  3.16567533e-03 6.53774897e-03]]"
../Data/armed/2.wav,armed,1,"[[1.0825209e+02 5.8721466e+01 5.1245942e+00 ... 1.7899259e-03
  1.2582744e-04 1.8850985e-03]
 [8.2015526e+01 5.1952389e+01 7.7840190e+00 ... 3.8504448e-02
  3.7974559e-02 3.7391778e-02]
 [2.4211121e+01 3.3571644e+01 8.5908661e+00 ... 5.3183328e-02
  5.3122588e-02 5.3139705e-02]
 ...
 [3.8755295e+01 1.7202995e+01 2.0932524e+00 ... 2.5633904e-03
  2.6217762e-03 2.6062413e-03]
 [3.8164013e+01 1.7556736e+01 1.6458559e-01 ... 2.4959247e-03
  2.0404872e-03 1.9009098e-03]
 [3.4589108e+01 1.3755984e+01 2.5341413e+00 ... 1.8695825e-03
  2.1463754e-03 1.5083654e-03]]"
